provider_id,provider_name,provider_region,provider_network_status,provider_contract_type,provider_risk_tier,provider_group,provider_start_date
P1946,Dr. Linda Smith,Northeast,In-Network,Fee-for-Service,Medium,Independent,3/20/2022
P1947,Dr. Elizabeth Garcia,South,Out-of-Network,Value-Based,High,Group A,8/11/2020
P1948,Dr. Barbara Jones,West,Out-of-Network,Shared Savings,Medium,Group B,3/8/2015
P1949,Dr. Richard Williams,South,Out-of-Network,Fee-for-Service,Medium,Group A,1/7/2015
P1950,Dr. William Williams,Northeast,Out-of-Network,Capitated,Medium,Academic,10/6/2021
P1951,Dr. Linda Thomas,South,In-Network,Shared Savings,Low,Independent,12/9/2015
P1952,Dr. Michael Johnson,South,Out-of-Network,Value-Based,Medium,Group A,2/28/2021
P1953,Dr. Jennifer Brown,Northeast,In-Network,Capitated,Medium,Group B,5/2/2017
P1954,Dr. Barbara Jones,Northeast,Out-of-Network,Fee-for-Service,High,Group A,1/27/2025
P1955,Dr. Patricia Anderson,Midwest,In-Network,Capitated,Medium,Group A,6/26/2015
P1956,Dr. William Brown,Midwest,In-Network,Capitated,High,Group C,5/16/2022
P1957,Dr. Jennifer Johnson,South,In-Network,Shared Savings,High,Group C,12/6/2021
P1958,Dr. Michael Williams,Northeast,Out-of-Network,Value-Based,High,Independent,9/7/2025
P1959,Dr. Linda Brown,West,Out-of-Network,Capitated,High,Independent,2/9/2025
P1960,Dr. David Wilson,Midwest,In-Network,Capitated,Medium,Group A,5/22/2015
P1961,Dr. Richard Garcia,Northeast,Out-of-Network,Shared Savings,Medium,Group B,8/29/2024
P1962,Dr. Elizabeth Jones,West,Out-of-Network,Capitated,High,Group A,2/25/2022
P1963,Dr. Richard Taylor,South,In-Network,Capitated,Medium,Group B,6/16/2017
P1964,Dr. Mary Williams,Midwest,Out-of-Network,Capitated,High,Independent,1/4/2019
P1965,Dr. Richard Smith,West,Out-of-Network,Value-Based,Medium,Group C,7/26/2015
P1966,Dr. John Anderson,Midwest,In-Network,Shared Savings,Medium,Group A,10/28/2019
P1967,Dr. Mary Anderson,West,In-Network,Fee-for-Service,Low,Group B,3/18/2023
P1968,Dr. Mary Garcia,South,In-Network,Fee-for-Service,Low,Group B,11/27/2024
P1969,Dr. Elizabeth Smith,Northeast,Out-of-Network,Value-Based,Low,Independent,9/15/2024
P1970,Dr. Mary Thomas,Midwest,Out-of-Network,Capitated,Medium,Group A,7/6/2020
P1971,Dr. Mary Taylor,South,In-Network,Shared Savings,Medium,Group C,1/28/2015
P1972,Dr. Mary Brown,Midwest,Out-of-Network,Shared Savings,Medium,Group A,7/26/2018
P1973,Dr. Jennifer Johnson,Midwest,In-Network,Shared Savings,Medium,Independent,8/10/2017
P1974,Dr. David Johnson,South,Out-of-Network,Value-Based,Medium,Group A,4/6/2018
P1975,Dr. Susan Brown,Northeast,Out-of-Network,Value-Based,Low,Group A,6/6/2018
P1976,Dr. James Garcia,South,Out-of-Network,Fee-for-Service,Medium,Independent,5/18/2025
P1977,Dr. Michael Taylor,Northeast,Out-of-Network,Fee-for-Service,Low,Group B,4/14/2022
P1978,Dr. James Jones,South,Out-of-Network,Fee-for-Service,Medium,Independent,6/5/2020
P1979,Dr. James Brown,Midwest,Out-of-Network,Shared Savings,High,Group A,2/4/2023
P1980,Dr. Michael Taylor,South,In-Network,Fee-for-Service,Low,Group C,11/21/2025
P1981,Dr. Susan Brown,South,Out-of-Network,Shared Savings,High,Academic,4/28/2015
P1982,Dr. Mary Davis,Northeast,In-Network,Capitated,High,Group B,9/24/2025
P1983,Dr. Susan Brown,South,Out-of-Network,Value-Based,Medium,Group A,7/12/2023
P1984,Dr. William Miller,West,In-Network,Fee-for-Service,High,Group B,2/12/2022
P1985,Dr. Elizabeth Davis,Midwest,Out-of-Network,Value-Based,Low,Group B,5/31/2018
P1986,Dr. Linda Johnson,West,Out-of-Network,Capitated,Low,Group B,8/10/2022
P1987,Dr. David Brown,Midwest,In-Network,Value-Based,Low,Group A,6/1/2025
P1988,Dr. Patricia Williams,Northeast,In-Network,Value-Based,Low,Group A,4/25/2016
P1989,Dr. John Williams,West,In-Network,Value-Based,Medium,Group C,7/31/2020
P1990,Dr. Barbara Jones,Northeast,Out-of-Network,Fee-for-Service,High,Group B,3/8/2016
P1991,Dr. David Miller,South,In-Network,Shared Savings,Medium,Group B,5/18/2021
P1992,Dr. John Thomas,Midwest,In-Network,Capitated,Medium,Group B,10/19/2018
P1993,Dr. Linda Johnson,Northeast,Out-of-Network,Shared Savings,High,Group B,4/2/2024
P1994,Dr. Elizabeth Davis,South,In-Network,Capitated,High,Group B,2/28/2022
P1995,Dr. James Wilson,Midwest,In-Network,Value-Based,Low,Group A,5/19/2016
P1996,Dr. Linda Taylor,West,In-Network,Value-Based,Low,Independent,10/12/2021
P1997,Dr. William Williams,West,In-Network,Value-Based,Medium,Academic,3/5/2015
P1998,Dr. Elizabeth Anderson,Midwest,Out-of-Network,Value-Based,High,Group A,2/26/2024
P1999,Dr. Richard Taylor,Midwest,Out-of-Network,Fee-for-Service,High,Group C,11/30/2023
P2000,Dr. Michael Smith,West,Out-of-Network,Shared Savings,Medium,Independent,11/3/2018
P2001,Dr. Jennifer Wilson,South,Out-of-Network,Value-Based,Low,Academic,7/2/2016
P2002,Dr. David Brown,Northeast,In-Network,Capitated,Low,Group B,9/28/2020
P2003,Dr. Linda Jones,West,In-Network,Capitated,High,Group B,6/22/2021
P2004,Dr. Robert Davis,Midwest,In-Network,Value-Based,Medium,Group C,7/29/2017
P2005,Dr. Michael Taylor,Midwest,In-Network,Capitated,Low,Group C,4/21/2021
P2006,Dr. Michael Smith,Midwest,In-Network,Capitated,Medium,Group A,3/21/2015
P2007,Dr. Barbara Jones,South,Out-of-Network,Capitated,Low,Academic,11/15/2015
P2008,Dr. Elizabeth Thomas,Midwest,Out-of-Network,Shared Savings,Medium,Independent,9/18/2023
P2009,Dr. John Smith,Midwest,Out-of-Network,Capitated,Low,Academic,11/16/2024
P2010,Dr. Mary Miller,South,Out-of-Network,Capitated,High,Group C,8/7/2017
P2011,Dr. Robert Garcia,South,In-Network,Shared Savings,High,Group C,12/18/2016
P2012,Dr. Jennifer Garcia,Midwest,Out-of-Network,Fee-for-Service,High,Group A,1/2/2021
P2013,Dr. Patricia Brown,West,Out-of-Network,Shared Savings,Medium,Independent,11/19/2021
P2014,Dr. Richard Jones,Midwest,Out-of-Network,Shared Savings,Low,Group A,5/9/2017
P2015,Dr. Barbara Brown,West,In-Network,Fee-for-Service,Low,Group A,8/31/2021
P2016,Dr. William Miller,West,In-Network,Capitated,Low,Group C,6/29/2018
P2017,Dr. John Williams,South,In-Network,Capitated,Medium,Independent,12/2/2021
P2018,Dr. Jennifer Brown,West,In-Network,Shared Savings,Low,Independent,8/21/2021
P2019,Dr. Elizabeth Jones,Midwest,Out-of-Network,Shared Savings,Medium,Group C,8/14/2023
P2020,Dr. Michael Brown,South,In-Network,Capitated,Medium,Group B,1/3/2025
P2021,Dr. Elizabeth Smith,Northeast,Out-of-Network,Fee-for-Service,High,Group B,9/11/2018
P2022,Dr. William Williams,South,In-Network,Shared Savings,Medium,Group A,6/14/2023
P2023,Dr. Linda Davis,West,In-Network,Shared Savings,High,Independent,8/9/2022
P2024,Dr. Patricia Miller,South,Out-of-Network,Value-Based,High,Group A,1/5/2020
P2025,Dr. James Jones,Midwest,In-Network,Fee-for-Service,High,Academic,5/6/2019
P2026,Dr. David Williams,West,Out-of-Network,Capitated,High,Group C,10/2/2023
P2027,Dr. John Wilson,Northeast,Out-of-Network,Capitated,Low,Group A,3/4/2020
P2028,Dr. John Taylor,South,In-Network,Value-Based,Low,Group C,6/14/2020
P2029,Dr. John Williams,Northeast,Out-of-Network,Fee-for-Service,Medium,Academic,6/17/2023
P2030,Dr. David Anderson,South,In-Network,Capitated,Low,Academic,4/13/2017
P2031,Dr. Richard Brown,South,In-Network,Shared Savings,Medium,Group A,2/14/2016
P2032,Dr. David Thomas,South,In-Network,Shared Savings,Medium,Independent,10/6/2018
P2033,Dr. Richard Williams,South,Out-of-Network,Fee-for-Service,Low,Academic,12/3/2016
P2034,Dr. Mary Anderson,Northeast,Out-of-Network,Value-Based,Medium,Group A,6/30/2025
P2035,Dr. Richard Smith,South,In-Network,Fee-for-Service,High,Group A,10/5/2024
P2036,Dr. Susan Jones,South,Out-of-Network,Value-Based,High,Group A,4/19/2025
P2037,Dr. David Brown,South,In-Network,Fee-for-Service,High,Group C,2/16/2017
P2038,Dr. John Wilson,West,Out-of-Network,Capitated,Medium,Group B,11/16/2024
P2039,Dr. Susan Williams,South,In-Network,Fee-for-Service,Medium,Group A,4/9/2015
P2040,Dr. Elizabeth Anderson,Northeast,Out-of-Network,Value-Based,Low,Group A,9/5/2025
P2041,Dr. Michael Miller,Northeast,In-Network,Capitated,High,Group C,10/17/2017
P2042,Dr. Patricia Garcia,South,In-Network,Capitated,Medium,Group C,10/30/2021
P2043,Dr. Richard Smith,Midwest,In-Network,Value-Based,Low,Group C,8/25/2015
P2044,Dr. Linda Anderson,South,Out-of-Network,Capitated,Low,Group C,8/28/2015
P2045,Dr. Richard Brown,West,Out-of-Network,Shared Savings,High,Academic,2/18/2017
P2046,Dr. David Johnson,Midwest,In-Network,Capitated,Medium,Group C,9/21/2018
P2047,Dr. John Taylor,Midwest,In-Network,Shared Savings,High,Group B,10/14/2015
P2048,Dr. William Johnson,West,In-Network,Value-Based,Medium,Group A,3/6/2024
P2049,Dr. James Smith,Northeast,In-Network,Capitated,Low,Academic,3/20/2021
P2050,Dr. John Wilson,Northeast,Out-of-Network,Capitated,Medium,Group A,9/25/2024
P2051,Dr. John Smith,South,Out-of-Network,Value-Based,Medium,Independent,10/6/2017
P2052,Dr. Robert Brown,Midwest,In-Network,Value-Based,High,Group B,1/8/2021
P2053,Dr. Jennifer Taylor,West,Out-of-Network,Shared Savings,Medium,Group B,2/22/2018
P2054,Dr. William Garcia,West,Out-of-Network,Capitated,Medium,Group B,12/16/2024
P2055,Dr. Elizabeth Johnson,South,In-Network,Value-Based,Low,Group C,1/2/2021
P2056,Dr. Michael Wilson,Northeast,Out-of-Network,Fee-for-Service,Low,Group C,3/4/2025
P2057,Dr. Patricia Williams,South,In-Network,Capitated,Medium,Group B,5/17/2016
P2058,Dr. Linda Johnson,West,In-Network,Fee-for-Service,High,Group A,5/19/2024
P2059,Dr. Robert Johnson,Midwest,In-Network,Shared Savings,Low,Independent,10/6/2024
P2060,Dr. Linda Garcia,Midwest,Out-of-Network,Shared Savings,Low,Group C,5/26/2023
P2061,Dr. Elizabeth Davis,West,Out-of-Network,Fee-for-Service,Medium,Academic,11/7/2024
P2062,Dr. Linda Jones,South,Out-of-Network,Fee-for-Service,Medium,Group A,12/26/2022
P2063,Dr. Patricia Taylor,Midwest,Out-of-Network,Capitated,High,Academic,7/14/2024
P2064,Dr. Susan Brown,South,Out-of-Network,Value-Based,Low,Academic,1/16/2019
P2065,Dr. John Anderson,Northeast,In-Network,Shared Savings,Medium,Group B,5/21/2020
P2066,Dr. David Williams,Northeast,In-Network,Capitated,Medium,Group B,1/26/2021
P2067,Dr. Richard Williams,West,In-Network,Capitated,High,Group B,7/26/2018
P2068,Dr. David Thomas,Midwest,In-Network,Capitated,High,Independent,11/22/2022
P2069,Dr. Barbara Williams,South,In-Network,Fee-for-Service,Medium,Group A,11/11/2016
P2070,Dr. John Davis,Midwest,Out-of-Network,Shared Savings,High,Academic,8/11/2024
P2071,Dr. Patricia Thomas,Midwest,Out-of-Network,Fee-for-Service,High,Group B,8/26/2023
P2072,Dr. Robert Taylor,South,Out-of-Network,Shared Savings,Low,Group A,1/1/2019
P2073,Dr. John Thomas,South,In-Network,Shared Savings,Medium,Group C,2/7/2017
P2074,Dr. Mary Wilson,West,In-Network,Capitated,High,Academic,7/25/2018
P2075,Dr. Elizabeth Thomas,South,In-Network,Fee-for-Service,Medium,Group A,7/19/2023
P2076,Dr. Barbara Taylor,West,Out-of-Network,Shared Savings,Medium,Independent,12/18/2021
P2077,Dr. Robert Brown,Northeast,In-Network,Fee-for-Service,Medium,Group A,4/10/2015
P2078,Dr. Michael Smith,South,Out-of-Network,Value-Based,Medium,Independent,2/14/2023
P2079,Dr. William Anderson,South,Out-of-Network,Capitated,Low,Group A,1/4/2019
P2080,Dr. Richard Wilson,West,Out-of-Network,Fee-for-Service,Low,Academic,12/9/2025
P2081,Dr. William Brown,Midwest,In-Network,Capitated,High,Independent,6/6/2015
P2082,Dr. Michael Davis,Northeast,Out-of-Network,Value-Based,Medium,Independent,3/24/2025
P2083,Dr. Susan Garcia,Midwest,Out-of-Network,Value-Based,Low,Group C,5/18/2015
P2084,Dr. Mary Taylor,South,In-Network,Fee-for-Service,Medium,Group C,1/23/2023
P2085,Dr. Patricia Garcia,Midwest,In-Network,Value-Based,Low,Group B,2/19/2016
P2086,Dr. Michael Anderson,Northeast,Out-of-Network,Shared Savings,Low,Group B,9/17/2019
P2087,Dr. William Jones,South,In-Network,Fee-for-Service,Medium,Group A,4/7/2015
P2088,Dr. William Davis,West,In-Network,Shared Savings,Low,Academic,7/29/2020
P2089,Dr. Robert Thomas,West,Out-of-Network,Fee-for-Service,Medium,Academic,6/30/2020
P2090,Dr. Michael Smith,Northeast,In-Network,Fee-for-Service,Low,Group B,4/25/2022
P2091,Dr. Elizabeth Wilson,South,In-Network,Fee-for-Service,Low,Group A,9/7/2021
P2092,Dr. Michael Thomas,Northeast,In-Network,Capitated,High,Academic,11/7/2019
P2093,Dr. Patricia Smith,Midwest,In-Network,Capitated,Medium,Independent,2/28/2016
P2094,Dr. Robert Thomas,Midwest,Out-of-Network,Fee-for-Service,High,Academic,2/15/2018
P2095,Dr. Linda Thomas,Northeast,Out-of-Network,Shared Savings,Medium,Group B,10/18/2018
P2096,Dr. Susan Miller,South,Out-of-Network,Fee-for-Service,Low,Group B,6/20/2015
P2097,Dr. Barbara Wilson,South,In-Network,Fee-for-Service,Medium,Group A,3/27/2021
P2098,Dr. John Johnson,South,In-Network,Fee-for-Service,Low,Group C,6/20/2020
P2099,Dr. Elizabeth Davis,Midwest,In-Network,Capitated,Low,Group A,11/21/2020
P2100,Dr. Patricia Brown,Northeast,Out-of-Network,Capitated,Medium,Group A,1/15/2025
P2101,Dr. John Williams,Northeast,Out-of-Network,Shared Savings,Medium,Group C,10/26/2019
P2102,Dr. William Wilson,South,In-Network,Shared Savings,High,Group A,3/24/2015
P2103,Dr. Michael Smith,South,In-Network,Capitated,Medium,Independent,2/9/2020
P2104,Dr. Patricia Johnson,Northeast,In-Network,Value-Based,Low,Group B,5/28/2024
P2105,Dr. John Anderson,West,Out-of-Network,Value-Based,Low,Independent,12/9/2018
P2106,Dr. William Davis,South,In-Network,Value-Based,Medium,Group A,8/27/2019
P2107,Dr. William Johnson,South,In-Network,Value-Based,High,Academic,12/7/2021
P2108,Dr. David Miller,South,In-Network,Fee-for-Service,Low,Group C,12/20/2024
P2109,Dr. Mary Wilson,Northeast,Out-of-Network,Value-Based,Medium,Academic,2/7/2021
P2110,Dr. Barbara Smith,West,Out-of-Network,Value-Based,High,Independent,3/6/2018
P2111,Dr. Robert Garcia,South,Out-of-Network,Capitated,Low,Group C,10/8/2022
P2112,Dr. Richard Anderson,South,In-Network,Capitated,High,Group B,3/4/2015
P2113,Dr. Patricia Brown,Midwest,In-Network,Capitated,High,Academic,1/22/2021
P2114,Dr. Barbara Taylor,Northeast,Out-of-Network,Value-Based,Medium,Group A,3/14/2022
P2115,Dr. Linda Davis,West,Out-of-Network,Fee-for-Service,High,Group B,2/5/2025
P2116,Dr. Richard Davis,South,Out-of-Network,Fee-for-Service,Medium,Independent,1/26/2025
P2117,Dr. Richard Taylor,South,Out-of-Network,Shared Savings,Low,Academic,12/10/2025
P2118,Dr. Robert Miller,West,In-Network,Capitated,Medium,Independent,8/14/2016
P2119,Dr. Mary Smith,Midwest,Out-of-Network,Shared Savings,High,Independent,1/26/2023
P2120,Dr. Elizabeth Anderson,Midwest,In-Network,Fee-for-Service,Low,Academic,9/28/2016
P2121,Dr. James Garcia,West,Out-of-Network,Fee-for-Service,Medium,Group A,10/7/2020
P2122,Dr. David Anderson,South,Out-of-Network,Value-Based,High,Academic,12/29/2023
P2123,Dr. Robert Williams,Midwest,Out-of-Network,Capitated,High,Group B,1/31/2019
P2124,Dr. Michael Anderson,South,In-Network,Fee-for-Service,Low,Group C,11/15/2024
P2125,Dr. James Anderson,West,In-Network,Capitated,High,Group C,2/15/2016
P2126,Dr. Michael Garcia,West,In-Network,Value-Based,Medium,Group A,3/10/2015
P2127,Dr. Jennifer Garcia,Northeast,Out-of-Network,Capitated,High,Group A,6/27/2019
P2128,Dr. Robert Taylor,South,In-Network,Capitated,Low,Group C,4/19/2020
P2129,Dr. Michael Wilson,Midwest,Out-of-Network,Shared Savings,High,Group C,8/15/2018
P2130,Dr. Mary Johnson,West,Out-of-Network,Value-Based,High,Group C,10/28/2020
P2131,Dr. Linda Davis,South,In-Network,Fee-for-Service,Medium,Group B,4/19/2022
P2132,Dr. Michael Smith,Northeast,In-Network,Value-Based,Low,Independent,6/28/2025
P2133,Dr. David Williams,Midwest,Out-of-Network,Capitated,High,Group A,9/2/2017
P2134,Dr. Robert Taylor,Midwest,Out-of-Network,Capitated,High,Group A,7/3/2025
P2135,Dr. Elizabeth Thomas,Northeast,In-Network,Fee-for-Service,Medium,Group C,5/17/2017
P2136,Dr. Robert Miller,Midwest,In-Network,Shared Savings,Low,Independent,8/11/2021
P2137,Dr. John Wilson,Northeast,Out-of-Network,Shared Savings,Medium,Independent,5/1/2018
P2138,Dr. Elizabeth Johnson,Northeast,In-Network,Shared Savings,High,Group B,1/4/2024
P2139,Dr. Robert Brown,Northeast,Out-of-Network,Capitated,Medium,Group A,1/4/2021
P2140,Dr. Richard Williams,West,Out-of-Network,Fee-for-Service,Medium,Group B,3/27/2015
P2141,Dr. David Davis,Northeast,In-Network,Value-Based,Low,Group A,4/30/2018
P2142,Dr. Linda Taylor,South,In-Network,Shared Savings,Low,Independent,6/17/2023
P2143,Dr. Elizabeth Smith,Northeast,Out-of-Network,Shared Savings,High,Group B,12/7/2015
P2144,Dr. John Jones,Midwest,Out-of-Network,Capitated,Medium,Group C,6/30/2016
P2145,Dr. Susan Thomas,West,Out-of-Network,Value-Based,Medium,Independent,12/22/2022
P2146,Dr. Susan Taylor,South,Out-of-Network,Capitated,Medium,Group C,11/26/2016
P2147,Dr. Richard Jones,Midwest,In-Network,Fee-for-Service,High,Group C,9/4/2024
P2148,Dr. Mary Wilson,South,In-Network,Fee-for-Service,High,Group C,3/15/2020
P2149,Dr. William Jones,Midwest,Out-of-Network,Shared Savings,High,Group C,2/13/2021
P2150,Dr. William Taylor,West,In-Network,Fee-for-Service,High,Academic,8/16/2015
P2151,Dr. Michael Brown,West,In-Network,Shared Savings,Low,Academic,5/11/2021
P2152,Dr. Mary Wilson,South,Out-of-Network,Value-Based,Low,Independent,9/9/2017
P2153,Dr. Barbara Taylor,West,In-Network,Capitated,High,Academic,2/11/2026
P2154,Dr. Mary Smith,South,Out-of-Network,Shared Savings,Medium,Group A,8/5/2018
P2155,Dr. Robert Williams,West,Out-of-Network,Shared Savings,Medium,Group B,6/11/2019
P2156,Dr. John Jones,West,Out-of-Network,Capitated,High,Independent,3/4/2016
P2157,Dr. Elizabeth Johnson,West,Out-of-Network,Value-Based,Low,Academic,3/1/2021
P2158,Dr. John Taylor,Northeast,In-Network,Fee-for-Service,High,Group B,11/16/2025
P2159,Dr. Patricia Jones,South,In-Network,Fee-for-Service,High,Group A,6/21/2019
P2160,Dr. Barbara Jones,South,Out-of-Network,Capitated,Medium,Group A,6/2/2016
P2161,Dr. Barbara Brown,South,Out-of-Network,Shared Savings,Medium,Group B,9/30/2017
P2162,Dr. Patricia Smith,Midwest,Out-of-Network,Fee-for-Service,High,Group B,10/25/2024
P2163,Dr. Robert Johnson,Midwest,Out-of-Network,Shared Savings,Medium,Academic,10/29/2025
P2164,Dr. Mary Brown,West,In-Network,Value-Based,High,Independent,5/30/2023
P2165,Dr. Patricia Thomas,West,In-Network,Value-Based,Low,Academic,9/10/2023
P2166,Dr. Mary Jones,Northeast,Out-of-Network,Value-Based,Low,Group B,11/17/2021
P2167,Dr. Michael Williams,West,Out-of-Network,Fee-for-Service,High,Independent,1/21/2022
P2168,Dr. Elizabeth Brown,Midwest,In-Network,Fee-for-Service,Low,Academic,10/7/2018
P2169,Dr. Patricia Thomas,Midwest,In-Network,Capitated,Medium,Group C,7/6/2018
P2170,Dr. Robert Smith,Northeast,Out-of-Network,Fee-for-Service,Low,Academic,1/7/2017
P2171,Dr. Linda Taylor,Midwest,Out-of-Network,Value-Based,Medium,Academic,7/6/2016
P2172,Dr. Barbara Brown,Northeast,In-Network,Value-Based,Low,Academic,4/11/2021
P2173,Dr. Mary Wilson,West,In-Network,Value-Based,High,Group B,4/1/2021
P2174,Dr. Michael Williams,Northeast,Out-of-Network,Fee-for-Service,Low,Independent,1/14/2020
P2175,Dr. Mary Taylor,West,In-Network,Capitated,Medium,Group B,11/15/2018
P2176,Dr. Barbara Davis,South,Out-of-Network,Fee-for-Service,Medium,Academic,4/12/2015
P2177,Dr. Mary Davis,Midwest,Out-of-Network,Capitated,Low,Academic,10/8/2024
P2178,Dr. Jennifer Anderson,West,Out-of-Network,Capitated,Low,Academic,1/20/2023
P2179,Dr. William Miller,Northeast,In-Network,Fee-for-Service,Low,Academic,6/6/2025
P2180,Dr. Richard Davis,Midwest,Out-of-Network,Shared Savings,Medium,Group B,3/13/2025
P2181,Dr. Barbara Wilson,Midwest,In-Network,Capitated,Low,Independent,3/16/2022
P2182,Dr. Robert Brown,South,In-Network,Shared Savings,Medium,Group B,9/12/2021
P2183,Dr. Linda Smith,West,Out-of-Network,Shared Savings,Low,Academic,9/28/2022
P2184,Dr. Richard Williams,South,In-Network,Value-Based,Low,Academic,3/11/2018
P2185,Dr. Susan Davis,Northeast,Out-of-Network,Fee-for-Service,Medium,Group B,7/4/2025
P2186,Dr. Barbara Williams,Midwest,In-Network,Fee-for-Service,High,Group B,11/17/2015
P2187,Dr. James Williams,Northeast,In-Network,Value-Based,High,Group C,6/23/2025
